,name,sex,date_of_birth,email_address,,geography,postcode,ethnic_group,nationality,highest_level_of_qualifications,employment_status,industry,occupation,,,,,,,,,,,,
3804,Lauren Storey,female,01-09-2000,lauren.s9211@991c4.yahoo.com,,East,CB2 9AR,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3805,Bernard Hughes,male,18-03-2015,bernard-h15@e2403.yahoo.com,,North West,L16 0JP,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3806,Jack Fowler,male,21-01-2018,jack_fowler18@4c499.hotmail.com,,Yorkshire and The Humber,WF17 6HH,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
3807,Abigail Ferguson,female,09-06-2003,fabigail4678@87348.hotmail.co.uk,,Scotland,KA11 4DD,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3808,Mitchell Shaw,male,12-12-2018,mshaw18@d0b6a.yahoo.com,,West Midlands,WS2 9RD,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
3809,Emily Chambers,female,04-01-1985,emily_c1985@f330f.rogers.com,,East,EN11 8RX,White,United Kingdom,Level 4 or above,Self-employed,"A. Agriculture, forestry & fishing",4. Administrative and secretarial occupations,,,,,,,,,,,,
3810,Eleanor Wells,female,30-12-1966,weleanor1966@aa1f1.mitchell.com,,South West,BH13 7QP,White,United Kingdom,Level 4 or above,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles","1. Managers, directors and senior officials",,,,,,,,,,,,
3811,Martyn Henderson,male,01-12-1990,henderson_martyn1990@00ece.hotmail.co.uk,,North West,M34 6NX,White,United Kingdom,Level 2,Employee: Full-time,P. Education,3. Associate professional and technical occupat...,,,,,,,,,,,,
3812,Daniel Preston,male,02-07-1965,preston-daniel1965@ad5c1.carter-clarke.info,,East,NR27 0NJ,White,Portugal,Level 2,Employee: Full-time,F. Construction,3. Associate professional and technical occupat...,,,,,,,,,,,,
3813,Trevor Curtis,male,29-07-1961,trevor-c1961@3e47f.clarke.com,,North East,NE5 4HP,White,Poland,Level 3,Employee: Full-time,K. Financial & insurance activities,5. Skilled trades occupations,,,,,,,,,,,,
3814,June Stephens,female,18-10-1956,stephensjune@2dc9f.bailey-carter.com,,South East,TN33 0DN,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3815,Alex Taylor,male,13-05-1963,alextaylor@fc449.yahoo.com,,Northern Ireland,BT47 4JJ,White,United Kingdom,No qualifications,Employee: Full-time,K. Financial & insurance activities,2. Professional occupations,,,,,,,,,,,,
3816,Victoria Wallace,female,25-10-2014,victoria-w2014@b97cf.cox-burns.net,,London,NW10 2EX,Asian / Asian British: Indian,Lithuania,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3817,Clive Gardiner,male,25-07-1973,gardinerclive1973@d491f.outlook.com,,South East,TN34 2PJ,White,Poland,Level 1,Self-employed,"G. Wholesale, retail & repair of motor vehicles","6. Caring, leisure and other service occupations",,,,,,,,,,,,
3818,Alan Gilbert,male,20-11-2014,gilbert.alan14@d793e.hotmail.co.uk,,Northern Ireland,BT34 5BX,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3819,Julie Chan,female,12-03-1988,julie.c88@58c42.hale.com,,South East,PO9 2SZ,White,United Kingdom,Level 4 or above,Employee: Full-time,Q. Human health & social work activities,"1. Managers, directors and senior officials",,,,,,,,,,,,
3820,Amanda Burgess,female,09-04-1959,burgess.a1959@71fba.miles.com,,Yorkshire and The Humber,YO15 1BH,White,Brazil,No qualifications,Employee: Full-time,"G. Wholesale, retail & repair of motor vehicles",5. Skilled trades occupations,,,,,,,,,,,,
3821,Francis Townsend,male,02-01-2017,t.francis@6a0e8.outlook.com,,London,HA4 9HB,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
3822,Lorraine Lamb,female,31-05-1992,lamb.lorraine92@87d4d.mason-parsons.info,,London,SM1 1JB,Asian / Asian British: Pakistani,United Kingdom,Level 3,Unemployed,Other,Other,,,,,,,,,,,,
3823,Andrea Whitehead,female,12-06-1954,whitehead.andrea@2855e.hotmail.co.uk,,West Midlands,DY3 4DA,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
3824,Gerald Parker,male,02-10-1947,g_parker47@3157f.gmail.com,,East,WD7 8AU,White,United Kingdom,Level 2,Retired,Other,Other,,,,,,,,,,,,
3825,Rosie Brown,female,02-07-2003,rosiebrown03@6b1b0.hobbs.com,,London,SE4 1YD,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3826,Pauline Frost,female,12-04-2000,pauline_f@00b9e.hotmail.co.uk,,London,RM3 8SJ,Asian / Asian British: Other Asian,United Kingdom,Level 4 or above,Full-time student,Other,Other,,,,,,,,,,,,
3827,Kelly Price,female,11-10-1996,price.kelly96@98db5.hughes.com,,Northern Ireland,BT60 2NT,White,United Kingdom,Level 4 or above,Other,Other,Other,,,,,,,,,,,,
3828,Ann Macdonald,female,11-09-1939,macdonald.a@eef80.lowe-moore.com,,Yorkshire and The Humber,S75 3DX,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
3829,Natalie O'Neill,female,09-09-2015,n.o'neill2015@7d9ec.hotmail.com,,South East,OX10 9FH,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3830,Molly Mitchell,female,22-09-2006,mollymitchell2006@02699.hotmail.co.uk,,North West,OL2 5AT,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3831,Adrian Godfrey,male,19-11-1996,godfrey_adrian1996@e5c1b.outlook.com,,South East,TN19 7ER,White,United Kingdom,Level 1,Employee: Full-time,C. Manufacturing,2. Professional occupations,,,,,,,,,,,,
3832,John Parker,male,20-05-1951,john.p51@f23a4.hotmail.co.uk,,East,SS3 9YN,White,United Kingdom,Level 1,Retired,Other,Other,,,,,,,,,,,,
3833,Jordan Davis,male,03-07-2006,davisjordan2006@c9a74.edwards.biz,,East,IP22 2RZ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3834,Josh Andrews,male,14-06-1984,andrews.j@d3121.outlook.com,,South East,RH13 6JP,White,United Kingdom,Level 3,Employee: Part-time,N. Administrative & support services,2. Professional occupations,,,,,,,,,,,,
3835,Francis Turner,male,18-03-1932,francisturner@e691a.hotmail.com,,London,E14 9AB,Other Ethnic Group,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3836,Danny Harris,male,28-09-2008,danny-h@e460d.hotmail.com,,Yorkshire and The Humber,DN17 3NE,Gypsy / Traveller / Irish Traveller,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3837,Kim Sykes,female,28-03-1966,kim-s@9247d.gmail.com,,East Midlands,NN1 5BG,White,United Kingdom,Level 3,Employee: Part-time,O. Public admin & defence; social security,3. Associate professional and technical occupat...,,,,,,,,,,,,
3838,Marilyn Shah,female,02-03-1983,marilyn-s1983@c08f8.hunt-foster.info,,South West,PL95 8BX,White,United Kingdom,Level 2,Self-employed,Q. Human health & social work activities,4. Administrative and secretarial occupations,,,,,,,,,,,,
3839,Vincent Taylor,male,10-06-1980,taylor_vincent1980@e1115.ford.com,,London,SW12 0LH,Black / African / Caribbean / Black British,Republic of Ireland,Other qualifications,Employee: Full-time,F. Construction,3. Associate professional and technical occupat...,,,,,,,,,,,,
3840,Emma Thomas,female,21-04-1938,emma_thomas38@0f841.hurst-wilson.com,,South East,RG4 6TB,White,United Kingdom,Level 2,Retired,Other,Other,,,,,,,,,,,,
3841,Jasmine Wilson,female,26-01-1981,j_wilson1981@23a32.yahoo.com,,West Midlands,WV98 1RT,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
3842,Elizabeth Green,female,08-04-1997,g-elizabeth97@4b8f5.rhodes.net,,East,NR1 2QH,Asian / Asian British: Other Asian,United Kingdom,No qualifications,Homemaker,Other,Other,,,,,,,,,,,,
3843,Alan Smith,male,22-08-1975,smith_alan4077@b2934.obrien-carey.com,,Yorkshire and The Humber,HX3 7TJ,White,United Kingdom,No qualifications,Employee: Full-time,Q. Human health & social work activities,5. Skilled trades occupations,,,,,,,,,,,,
3844,Dominic Quinn,male,01-10-1968,q_dominic68@0191d.outlook.com,,East Midlands,NG23 6PX,White,United Kingdom,Other qualifications,Employee: Full-time,J. Information & communication,5. Skilled trades occupations,,,,,,,,,,,,
3845,Eleanor Duffy,female,13-06-1961,eduffy7458@33786.yahoo.co.uk,,London,CR5 1NH,White,United Kingdom,Level 1,Employee: Full-time,Q. Human health & social work activities,3. Associate professional and technical occupat...,,,,,,,,,,,,
3846,Ann Patel,female,23-08-1986,patel_ann@ff73d.khan-davis.org,,North West,SK15 1JW,White,United Kingdom,No qualifications,Employee: Full-time,P. Education,2. Professional occupations,,,,,,,,,,,,
3847,Harriet Pratt,female,27-01-2020,prattharriet@2c8b8.hotmail.co.uk,,Yorkshire and The Humber,HU3 2HD,White,United Kingdom,No qualifications,Other,Other,Other,,,,,,,,,,,,
3848,Marilyn Ellis,female,11-04-1968,marilyn.ellis8366@6e266.gmail.com,,Wales,LL14 3BH,White,United Kingdom,No qualifications,Employee: Full-time,Q. Human health & social work activities,8. Process plant and machine operatives,,,,,,,,,,,,
3849,Adrian Coleman,male,25-06-2011,coleman_adrian11@31830.outlook.com,,Scotland,G72 0YN,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3850,Debra Brown,female,27-07-1992,debra_b92@a7d61.dennis.co.uk,,London,SW1W 9RB,Asian / Asian British: Indian,United Kingdom,Level 3,Employee: Full-time,I. Accommod-ation & food services,9. Elementary occupations,,,,,,,,,,,,
3851,Harry Wood,male,30-12-1974,wood-h@90e29.griffiths.co.uk,,West Midlands,B65 0NN,White,United Kingdom,Level 4 or above,Employee: Part-time,F. Construction,4. Administrative and secretarial occupations,,,,,,,,,,,,
3852,Duncan Bartlett,male,22-02-1988,bartlett-d1988@e3e56.nixon-carr.net,,London,SW9 8AY,Asian / Asian British: Indian,United Kingdom,Level 1,Unemployed,Other,Other,,,,,,,,,,,,
3853,Paula Gray,female,24-02-1990,gray-paula8345@f6909.yahoo.com,,East,IP33 9SJ,White,United Kingdom,Level 4 or above,Employee: Full-time,I. Accommod-ation & food services,4. Administrative and secretarial occupations,,,,,,,,,,,,
3854,Damien Moore,male,16-11-1991,moore-damien@438fd.gmail.com,,West Midlands,WS3 4AE,White,Italy,Level 2,Employee: Full-time,"A. Agriculture, forestry & fishing",7. Sales and customer service occupations,,,,,,,,,,,,
3855,Maurice Lloyd,male,31-07-1957,lloydmaurice1957@be37a.yahoo.com,,South West,TA8 1EH,White,United Kingdom,Level 3,Employee: Full-time,H. Transport & storage,2. Professional occupations,,,,,,,,,,,,
3856,Irene Fletcher,female,17-12-1979,fletcherirene@70826.yahoo.co.uk,,East,PE28 4PQ,White,United Kingdom,Level 4 or above,Employee: Full-time,P. Education,3. Associate professional and technical occupat...,,,,,,,,,,,,
3857,Kerry Shepherd,female,16-09-1954,k_shepherd@2c69a.hotmail.co.uk,,London,RM7 7LH,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3858,Rosemary Alexander,female,07-06-2014,alexander-rosemary14@6eb91.james-harrison.com,,Scotland,PA1 2EH,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3859,Roy Sanderson,male,19-02-2007,roy-sanderson2007@af527.gmail.com,,West Midlands,DE13 8HA,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3860,Andrea Stokes,female,26-10-2012,andrea_stokes5263@52b03.yahoo.co.uk,,London,N8 7FQ,Other Ethnic Group,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3861,Geoffrey Scott,male,25-03-1954,scottgeoffrey54@6287d.hotmail.co.uk,,West Midlands,WS7 0HN,White,United Kingdom,Level 2,Retired,Other,Other,,,,,,,,,,,,
3862,Lawrence Murray,male,18-08-2014,murrayl@cf2a3.hotmail.com,,South East,MK18 2EJ,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3863,Graeme Gregory,male,03-05-2003,graeme_gregory2003@17384.jones-rhodes.biz,,East,NR25 7TR,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3864,Aimee Franklin,female,14-02-1985,f.aimee1985@36aa5.connolly.com,,Yorkshire and The Humber,LS21 1AZ,White,United Kingdom,Level 3,Employee: Full-time,P. Education,7. Sales and customer service occupations,,,,,,,,,,,,
3865,Gillian Pearson,female,13-10-1952,pgillian2102@96a88.harris-ward.info,,East,SS6 8SH,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3866,Eleanor Warner,female,12-01-2005,weleanor@ab2a9.clarke.biz,,South East,RH10 1UA,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3867,Fiona Johnson,female,21-04-1993,johnson-fiona93@e70c7.phillips.org,,Scotland,ML1 3DN,White,United Kingdom,Level 4 or above,Self-employed,"G. Wholesale, retail & repair of motor vehicles","6. Caring, leisure and other service occupations",,,,,,,,,,,,
3868,Connor Watkins,male,08-11-1949,watkinsconnor49@53bcb.hotmail.co.uk,,South East,ME10 2JW,White,United Kingdom,Other qualifications,Retired,Other,Other,,,,,,,,,,,,
3869,Ann Phillips,female,01-05-1974,phillips_a74@0572a.chapman-walsh.org,,London,SE18 7JY,White,South Africa,Level 4 or above,Employee: Part-time,J. Information & communication,5. Skilled trades occupations,,,,,,,,,,,,
3870,Anne Smith,female,04-05-1994,s-anne1108@27349.francis.info,,East,MK41 7FU,White,United Kingdom,No qualifications,Unemployed,Other,Other,,,,,,,,,,,,
3871,Leslie Dixon,male,30-07-1960,l-dixon1960@73ba9.patel.com,,South East,ME15 0LU,White,United Kingdom,Level 2,Employee: Full-time,P. Education,2. Professional occupations,,,,,,,,,,,,
3872,Antony Cooper,male,02-11-1947,antony_c@435d8.gmail.com,,South East,SO50 7FY,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3873,Kieran Slater,male,04-04-1947,kierans47@2d1cc.rogers-williams.org,,North West,M28 3HQ,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
3874,Joe Evans,male,07-06-1993,j_evans93@b2552.hotmail.com,,East Midlands,LE8 6EU,White,United Kingdom,Level 2,Employee: Full-time,P. Education,8. Process plant and machine operatives,,,,,,,,,,,,
3875,Sally Roberts,female,05-07-1999,sally.roberts99@e01c2.outlook.com,,London,WC1X 8AZ,White,Netherlands,Level 4 or above,Employee: Part-time,"G. Wholesale, retail & repair of motor vehicles","6. Caring, leisure and other service occupations",,,,,,,,,,,,
3876,Mohammad Hall,male,01-10-1997,hmohammad9411@953db.gmail.com,,Yorkshire and The Humber,HU6 0AB,White,United Kingdom,Level 4 or above,Employee: Part-time,"G. Wholesale, retail & repair of motor vehicles","6. Caring, leisure and other service occupations",,,,,,,,,,,,
3877,Sian Clark,female,23-05-1967,clark_sian1967@d90aa.hotmail.com,,East,PE33 9UU,White,United Kingdom,Level 2,Employee: Full-time,RST. Other services,4. Administrative and secretarial occupations,,,,,,,,,,,,
3878,Shannon Turner,female,15-06-1950,shannonturner2293@e2f2c.hotmail.com,,East,SS8 0LZ,White,United Kingdom,Level 3,Retired,Other,Other,,,,,,,,,,,,
3879,Stacey Wilson,female,10-08-1999,stacey-w1999@f9cdb.parker.info,,Yorkshire and The Humber,OL14 5EZ,White,United Kingdom,Level 1,Other,Other,Other,,,,,,,,,,,,
3880,Kayleigh Haynes,female,10-12-1981,kayleighh@0375b.williams.org,,South East,BN16 3BE,White,United Kingdom,Level 3,Employee: Full-time,I. Accommod-ation & food services,5. Skilled trades occupations,,,,,,,,,,,,
3881,Maureen Wright,female,28-04-1958,wright.maureen1551@ace26.hodgson-wright.info,,London,SM1 9PY,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3882,Kevin Shah,male,01-11-1990,shah_kevin@f7350.yahoo.co.uk,,North West,L28 0QT,White,United Kingdom,No qualifications,Employee: Full-time,C. Manufacturing,5. Skilled trades occupations,,,,,,,,,,,,
3883,Annette James,female,04-04-1937,j.annette37@34bed.franklin.com,,North East,TS6 9NH,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
3884,Naomi Davis,female,28-08-2015,d-naomi2015@ca35b.yahoo.com,,West Midlands,ST5 4LW,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3885,Mathew Stone,male,03-02-1967,mathew_s1967@d87b2.yahoo.co.uk,,North West,FY6 0BA,White,United Kingdom,Level 4 or above,Employee: Full-time,J. Information & communication,8. Process plant and machine operatives,,,,,,,,,,,,
3886,Natasha Kelly,female,29-08-1967,n_kelly67@277a8.hotmail.com,,West Midlands,B2 2RL,White,United Kingdom,No qualifications,Employee: Full-time,Q. Human health & social work activities,"6. Caring, leisure and other service occupations",,,,,,,,,,,,
3887,Louise Brown,female,18-11-1941,l_brown3858@6d1ba.yahoo.com,,London,N21 1QB,White,United Kingdom,Level 2,Retired,Other,Other,,,,,,,,,,,,
3888,Allan Watson,male,04-10-1962,watson.a6800@a90d4.yahoo.com,,South East,DA1 1PH,White,United Kingdom,Level 4 or above,Employee: Part-time,"G. Wholesale, retail & repair of motor vehicles","6. Caring, leisure and other service occupations",,,,,,,,,,,,
3889,Allan Marshall,male,10-09-2005,marshall.allan6452@87752.hall.com,,West Midlands,WS2 9HE,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3890,Thomas Martin,male,17-04-1986,martin-thomas@5f686.harrison-miah.org,,London,N16 7SQ,Black / African / Caribbean / Black British,United Kingdom,Level 4 or above,Other,Other,Other,,,,,,,,,,,,
3891,Harriet Nash,female,26-09-1983,harriet-n83@ada80.brown-walker.com,,East,MK41 9AE,White,United Kingdom,Level 3,Employee: Full-time,O. Public admin & defence; social security,2. Professional occupations,,,,,,,,,,,,
3892,Suzanne Moore,female,31-10-1998,moore.suzanne9837@b79da.thompson.net,,East,CB8 8NW,White,United Kingdom,Level 1,Self-employed,F. Construction,9. Elementary occupations,,,,,,,,,,,,
3893,Harry Knight,male,29-04-1983,harry.knight1983@329f8.steele.com,,South East,RG41 5EN,White,United Kingdom,Level 2,Employee: Full-time,Q. Human health & social work activities,4. Administrative and secretarial occupations,,,,,,,,,,,,
3894,Martyn Jones,male,27-01-2001,jonesmartyn01@23fb7.murphy.net,,Scotland,PA2 9BB,White,South Africa,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3895,Sarah Jones,female,17-02-1945,joness1945@c6cc0.yahoo.co.uk,,East Midlands,NN16 9HB,White,United Kingdom,Level 4 or above,Retired,Other,Other,,,,,,,,,,,,
3896,Adam Mitchell,male,16-03-1937,mitchell-adam1937@ddc2e.turner-long.org,,North East,NE66 2XQ,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
3897,Glenn Lee,male,07-05-1980,leeglenn@b65ae.anderson.co.uk,,East,SG2 8DF,White,South Africa,Other qualifications,Employee: Full-time,P. Education,9. Elementary occupations,,,,,,,,,,,,
3898,George James,male,23-01-1944,james.george1944@0aeef.murray-curtis.com,,East Midlands,NG32 3NQ,White,United Kingdom,No qualifications,Retired,Other,Other,,,,,,,,,,,,
3899,Derek Sharp,male,15-04-2008,d_sharp@a4b87.hotmail.com,,West Midlands,WR3 8NP,White,United Kingdom,No qualifications,Full-time student,Other,Other,,,,,,,,,,,,
3900,Carl Wallis,male,11-04-1990,carl-wallis1691@a55b9.yahoo.com,,West Midlands,B2 5ER,Black / African / Caribbean / Black British,United Kingdom,Level 4 or above,Employee: Full-time,"M. Professional, scientific & technical activities",4. Administrative and secretarial occupations,,,,,,,,,,,,
